obj_id,species,speciesMatched,trait_name,value
Trocha_etal_2016_61,Polyporus_alveolaris,Neofavolus alveolaris,sporocarp_chitin,5
Trocha_etal_2016_62,Ramaria_sp,Ramaria spinulosa,sporocarp_chitin,11
Trocha_etal_2016_65,Russula_aeruginea,Russula aeruginea,sporocarp_chitin,5
Trocha_etal_2016_66,Russula_atroglauca,Russula atroglauca,sporocarp_chitin,3
Trocha_etal_2016_67,Russula_badia,Russula badia,sporocarp_chitin,8
Trocha_etal_2016_70,Russula_integra,Russula integra,sporocarp_chitin,7
Trocha_etal_2016_71,Russula_nigricans,Russula nigricans,sporocarp_chitin,7
Trocha_etal_2016_76,Russula_vesca,Russula vesca,sporocarp_chitin,5
Trocha_etal_2016_78,Scleroderma_bovista,Scleroderma bovista,sporocarp_chitin,12
Trocha_etal_2016_79,Scleroderma_citrinum,Scleroderma citrinum,sporocarp_chitin,11
Trocha_etal_2016_80,Stropharia_rugosoannulata,Stropharia rugosoannulata,sporocarp_chitin,9
Trocha_etal_2016_81,Suillus_grevillei,Suillus grevillei,sporocarp_chitin,4
Trocha_etal_2016_82,Suillus_luteus,Suillus luteus,sporocarp_chitin,3
Trocha_etal_2016_83,Tapinella_atrotomentosa,Tapinella atrotomentosa,sporocarp_chitin,7
Trocha_etal_2016_85,Tricholoma_fulvum,Tricholoma fulvum,sporocarp_chitin,4
Trocha_etal_2016_86,Tricholoma_scalpturatum,Tricholoma scalpturatum,sporocarp_chitin,4
Trocha_etal_2016_87,Tricholoma_terreum,Tricholoma terreum,sporocarp_chitin,6
Trocha_etal_2016_88,Tricholomopsis_rutilans,Tricholomopsis rutilans,sporocarp_chitin,3
Trocha_etal_2016_90,Xerocomus_badius,Imleria badia,sporocarp_chitin,6
Trocha_etal_2016_92,Xerocomus_subtomentosus,Boletus subtomentosus,sporocarp_chitin,6
Talbot_unpubl_melanin_1,Agrocybe aegerita _,Cyclocybe aegerita,melanin_content,56.3801534
Talbot_unpubl_melanin_2,Agrocybe aegerita _,Cyclocybe aegerita,melanin_content,81.4095941
Talbot_unpubl_melanin_3,Agrocybe aegerita _,Cyclocybe aegerita,melanin_content,160.99877
Talbot_unpubl_melanin_4,Allomyces macrogynus _,Allomyces macrogynus,melanin_content,100
Talbot_unpubl_melanin_5,Amanita muscaria _,Amanita muscaria,melanin_content,46.05
Talbot_unpubl_melanin_6,Amanita muscaria _,Amanita muscaria,melanin_content,46.71121896
Talbot_unpubl_melanin_7,Amanita sp _,Amanita sp  ,melanin_content,35.08
Talbot_unpubl_melanin_8,Amanita sp _,Amanita sp  ,melanin_content,65.94840568
Talbot_unpubl_melanin_9,Amanita thiersii _,Amanita thiersii,melanin_content,0
Talbot_unpubl_melanin_10,Amanita thiersii _,Amanita thiersii,melanin_content,0
Talbot_unpubl_melanin_11,Anomoporia bombycina _,Anomoporia bombycina,melanin_content,36.29646363
Talbot_unpubl_melanin_12,Anomoporia bombycina _,Anomoporia bombycina,melanin_content,37.153
Talbot_unpubl_melanin_13,Anomoporia bombycina _,Anomoporia bombycina,melanin_content,45.35740103
Talbot_unpubl_melanin_14,Anomoporia bombycina _,Anomoporia bombycina,melanin_content,57.8964503
Talbot_unpubl_melanin_15,Armillaria mella _,Armillaria mella  ,melanin_content,120.0673233
Talbot_unpubl_melanin_16,Armillaria mella _,Armillaria mella  ,melanin_content,222.4461313
Talbot_unpubl_melanin_17,Armillaria mella _,Armillaria mella  ,melanin_content,225.850681
Talbot_unpubl_melanin_18,Aspergillus carbonarius _,Aspergillus carbonarius,melanin_content,108.8
Talbot_unpubl_melanin_19,Aspergillus flavus _,Aspergillus flavus,melanin_content,1.43
Talbot_unpubl_melanin_20,Aspergillus niger _,Aspergillus niger,melanin_content,2.24
Talbot_unpubl_melanin_21,Aspergillus tamarii _,Aspergillus tamarii,melanin_content,6.44
Talbot_unpubl_melanin_22,Aspergillus tubigensis _,Aspergillus tubigensis,melanin_content,3.64
Talbot_unpubl_melanin_23,Auricularia delicata _,Auricularia delicata,melanin_content,80.20739199
Talbot_unpubl_melanin_24,Auricularia delicata _,Auricularia delicata,melanin_content,81.3049707
Talbot_unpubl_melanin_25,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.1
Talbot_unpubl_melanin_26,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.3
Talbot_unpubl_melanin_27,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.72
Talbot_unpubl_melanin_28,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,2.25
Talbot_unpubl_melanin_29,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.8
Talbot_unpubl_melanin_30,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.28
Talbot_unpubl_melanin_31,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.19
Talbot_unpubl_melanin_32,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.9
Talbot_unpubl_melanin_33,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.09
Talbot_unpubl_melanin_34,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.6
Talbot_unpubl_melanin_35,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.1
Talbot_unpubl_melanin_36,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.13
Talbot_unpubl_melanin_37,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.85
Talbot_unpubl_melanin_38,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.48
Talbot_unpubl_melanin_39,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.04
Talbot_unpubl_melanin_40,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.71
Talbot_unpubl_melanin_41,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.16
Talbot_unpubl_melanin_42,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.3
Talbot_unpubl_melanin_43,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.62
Talbot_unpubl_melanin_44,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.02
Talbot_unpubl_melanin_45,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.61
Talbot_unpubl_melanin_46,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.19
Talbot_unpubl_melanin_47,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.35
Talbot_unpubl_melanin_48,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.08
Talbot_unpubl_melanin_49,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.98
Talbot_unpubl_melanin_50,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,2
Talbot_unpubl_melanin_51,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,2.75
Talbot_unpubl_melanin_52,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.21
Talbot_unpubl_melanin_53,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.18
Talbot_unpubl_melanin_54,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.71
Talbot_unpubl_melanin_55,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.22
Talbot_unpubl_melanin_56,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,2.24
Talbot_unpubl_melanin_57,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,3.2
Talbot_unpubl_melanin_58,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.56
Talbot_unpubl_melanin_59,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.1
Talbot_unpubl_melanin_60,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,1.2
Talbot_unpubl_melanin_61,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.99
Talbot_unpubl_melanin_62,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.14
Talbot_unpubl_melanin_63,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.81
Talbot_unpubl_melanin_64,Bipolaris sorokiniana _,Bipolaris sorokiniana,melanin_content,0.44
Talbot_unpubl_melanin_65,Boletinellus meruloides _,Boletinellus meruloides  ,melanin_content,93.6399509
Talbot_unpubl_melanin_66,Boletinellus meruloides _,Boletinellus meruloides  ,melanin_content,150.9246235
Talbot_unpubl_melanin_67,Buchwaldoboletus sp _,Buchwaldoboletus sp  ,melanin_content,153.4396793
Talbot_unpubl_melanin_68,Buchwaldoboletus sp _,Buchwaldoboletus sp  ,melanin_content,177.1780303
Talbot_unpubl_melanin_69,Cenococcum geophilum _,Cenococcum geophilum,melanin_content,210
Talbot_unpubl_melanin_70,Cenococcum geophilum _,Cenococcum geophilum,melanin_content,212
Talbot_unpubl_melanin_71,Cenococcum geophilum _,Cenococcum geophilum,melanin_content,240
Talbot_unpubl_melanin_72,Cenococcum geophilum _,Cenococcum geophilum,melanin_content,329.0047592
Talbot_unpubl_melanin_73,Cladosporium sp _,Cladosporium sp  ,melanin_content,128
Talbot_unpubl_melanin_74,Coniophora olivaceae _,Coniophora olivaceae  ,melanin_content,32.63284936
Talbot_unpubl_melanin_75,Coniophora olivaceae _,Coniophora olivaceae  ,melanin_content,84.28732416
Talbot_unpubl_melanin_76,Coniophora olivaceae _,Coniophora olivaceae  ,melanin_content,270.0678491
Talbot_unpubl_melanin_77,Coniophora puteana _,Coniophora puteana,melanin_content,30.74785352
Talbot_unpubl_melanin_78,Coniophora puteana _,Coniophora puteana,melanin_content,32.43040328
Talbot_unpubl_melanin_79,Coprinopsis cinereus _,Coprinopsis cinereus,melanin_content,35.36453454
Talbot_unpubl_melanin_80,Coprinopsis cinereus _,Coprinopsis cinereus,melanin_content,71.07422801
Talbot_unpubl_melanin_81,Cortinarius glaucopus _,Cortinarius glaucopus,melanin_content,14.45885294
Talbot_unpubl_melanin_82,Cortinarius glaucopus _,Cortinarius glaucopus,melanin_content,19.48636463
Talbot_unpubl_melanin_83,Cryptococcus sp _,Cryptococcus sp  ,melanin_content,42.95749565
Talbot_unpubl_melanin_84,Cryptococcus sp _,Cryptococcus sp  ,melanin_content,69.44670359
Talbot_unpubl_melanin_85,Dacrymyces sp _,Dacrymyces sp  ,melanin_content,108.9172038
Talbot_unpubl_melanin_86,Dacrymyces sp _,Dacrymyces sp  ,melanin_content,148.2251942
Talbot_unpubl_melanin_87,Dacryopinax sp _,Dacryopinax sp  ,melanin_content,39.08203974
Talbot_unpubl_melanin_88,Dacryopinax sp _,Dacryopinax sp  ,melanin_content,44.99085272
Talbot_unpubl_melanin_89,Entoloma sp _,Entoloma sp  ,melanin_content,164.1588886
Talbot_unpubl_melanin_90,Entoloma sp _,Entoloma sp  ,melanin_content,17.18050283
Talbot_unpubl_melanin_91,Entoloma sp _,Entoloma sp  ,melanin_content,51.01904428
Talbot_unpubl_melanin_92,Exophiala pisciphila _,Exophiala pisciphila,melanin_content,9.05
Talbot_unpubl_melanin_93,Fistulina hepatica _,Fistulina antarctica,melanin_content,103.9950138
Talbot_unpubl_melanin_94,Fistulina hepatica _,Fistulina antarctica,melanin_content,256.3099631
Talbot_unpubl_melanin_95,Fistulina hepatica _,Fistulina antarctica,melanin_content,297.9978713
Talbot_unpubl_melanin_96,Fomitiporia mediterranea _,Fomitiporia mediterranea,melanin_content,275.6179373
Talbot_unpubl_melanin_97,Fomitiporia mediterranea _,Fomitiporia mediterranea,melanin_content,380.2970057
Talbot_unpubl_melanin_98,Fomitopsis pinicola _,Fomitopsis pinicola,melanin_content,44.31647031
Talbot_unpubl_melanin_99,Fomitopsis pinicola _,Fomitopsis pinicola,melanin_content,58.78720545
Talbot_unpubl_melanin_100,Fomitopsis pinicola _,Fomitopsis pinicola,melanin_content,80.13354419
Talbot_unpubl_melanin_101,Gaeumannomyces cylindrosporus _,Gaeumannomyces cylindrosporus,melanin_content,2.8
Talbot_unpubl_melanin_102,Gaeumannomyces graminisvar. graminis _,Gaeumannomyces graminisvar. graminis  ,melanin_content,130
Talbot_unpubl_melanin_103,Gloeophyllum trabeum _,Gloeophyllum trabeum,melanin_content,39.40278781
Talbot_unpubl_melanin_104,Gloeophyllum trabeum _,Gloeophyllum trabeum,melanin_content,95.60950346
Talbot_unpubl_melanin_105,Gloeophyllum trabeum _,Gloeophyllum trabeum,melanin_content,126.160838
Talbot_unpubl_melanin_106,Hebeloma edurum _,Hebeloma edurum,melanin_content,56.23991298
Talbot_unpubl_melanin_107,Hebeloma edurum _,Hebeloma edurum,melanin_content,68.33159291
Talbot_unpubl_melanin_108,Humicola grisea _,Humicola grisea,melanin_content,82.30293036
Talbot_unpubl_melanin_109,Humicola grisea _,Humicola grisea,melanin_content,103.7987563
Talbot_unpubl_melanin_110,Humicola grisea _,Humicola grisea,melanin_content,195.0922509
Talbot_unpubl_melanin_111,Hygrophoropsis auriantiaca _,Hygrophoropsis auriantiaca  ,melanin_content,584.2603153
Talbot_unpubl_melanin_112,Hygrophoropsis auriantiaca _,Hygrophoropsis auriantiaca  ,melanin_content,714.1363935
Talbot_unpubl_melanin_113,Hygrophoropsis auriantiaca _,Hygrophoropsis auriantiaca  ,melanin_content,749.7575786
Talbot_unpubl_melanin_114,Lyophyllum ulmarium _,Lyophyllum ulmarium,melanin_content,37.44898035
Talbot_unpubl_melanin_115,Laccaria bicolor _,Laccaria bicolor,melanin_content,31.26895193
Talbot_unpubl_melanin_116,Laccaria bicolor _,Laccaria bicolor,melanin_content,132.8025644
Talbot_unpubl_melanin_117,Laccaria bicolor _,Laccaria bicolor,melanin_content,148.8894141
Talbot_unpubl_melanin_118,Lactarius chrysorrheus _,Lactarius chrysorrheus,melanin_content,70
Talbot_unpubl_melanin_119,Lactarius sp _,Lactarius sp  ,melanin_content,140
Talbot_unpubl_melanin_120,Lactarius rufus _,Lactarius rufus,melanin_content,117.4059312
Talbot_unpubl_melanin_121,Lactarius rufus _,Lactarius rufus,melanin_content,281.1789866
Talbot_unpubl_melanin_122,Laetiporus sulphereus _,Laetiporus sulphereus  ,melanin_content,24.9
Talbot_unpubl_melanin_123,Lentinula edodes _,Lentinula edodes,melanin_content,33.05475786
Talbot_unpubl_melanin_124,Lentinula edodes _,Lentinula edodes,melanin_content,163.1188625
Talbot_unpubl_melanin_125,Lentinula edodes _,Lentinula edodes,melanin_content,487.4811734
Talbot_unpubl_melanin_126,Lyophyllum ulmarium _,Lyophyllum ulmarium,melanin_content,48.52411699
Talbot_unpubl_melanin_127,Mucor hiemalis _,Mucor corticola,melanin_content,95.43130823
Talbot_unpubl_melanin_128,Mucor hiemalis _,Mucor corticola,melanin_content,132.0011063
Talbot_unpubl_melanin_129,Mucor rouxii _,Mucor rouxii,melanin_content,0
Talbot_unpubl_melanin_130,Neolentinus lepideus _,Neolentinus lepideus f. ceratoides,melanin_content,113.0501837
Talbot_unpubl_melanin_131,Neolentinus lepideus _,Neolentinus lepideus f. ceratoides,melanin_content,126.2250738
Talbot_unpubl_melanin_132,Ossicaulis lignatilis _,Ossicaulis lignatilis,melanin_content,54.60303446
Talbot_unpubl_melanin_133,Ossicaulis lignatilis _,Ossicaulis lignatilis,melanin_content,69.2514399
Talbot_unpubl_melanin_134,Paecilomyces variotii _,Paecilomyces divaricatus,melanin_content,77.6
Talbot_unpubl_melanin_135,Paxillus involutus _,Paxillus involutus,melanin_content,111.1559598
Talbot_unpubl_melanin_136,Paxillus involutus _,Paxillus involutus,melanin_content,130.8496341
Talbot_unpubl_melanin_137,Penicillium ochrochlorum _,Penicillium ochrochlorum  ,melanin_content,40.9174582
Talbot_unpubl_melanin_138,Penicillium ochrochlorum _,Penicillium ochrochlorum  ,melanin_content,98.72539651
Talbot_unpubl_melanin_139,Phaeococcomyces sp _,Phaeococcomyces sp  ,melanin_content,45
Talbot_unpubl_melanin_140,Phanerochaete chryosporium _,Phanerochaete chryosporium  ,melanin_content,38.08629071
Talbot_unpubl_melanin_141,Phanerochaete chryosporium _,Phanerochaete chryosporium  ,melanin_content,44.40357852
Talbot_unpubl_melanin_142,Piloderma bicolor _,Piloderma bicolor,melanin_content,145.5014501
Talbot_unpubl_melanin_143,Piloderma bicolor _,Piloderma bicolor,melanin_content,165.8858967
Talbot_unpubl_melanin_144,Pisolithus microcarpus _,Pisolithus microcarpus,melanin_content,93.16953143
Talbot_unpubl_melanin_145,Pisolithus microcarpus _,Pisolithus microcarpus,melanin_content,111.215284
Talbot_unpubl_melanin_146,Pisolithus tinctorius _,Pisolithus arhizus,melanin_content,112.1807873
Talbot_unpubl_melanin_147,Pisolithus tinctorius _,Pisolithus arhizus,melanin_content,114.5953715
Talbot_unpubl_melanin_148,Pithomyces chartarum _,Pithomyces chartarum,melanin_content,50
Talbot_unpubl_melanin_149,Pleurotus ostreatus _,Pleurotus ostreatus,melanin_content,26.01963973
Talbot_unpubl_melanin_150,Pleurotus ostreatus _,Pleurotus ostreatus,melanin_content,61.78083015
Talbot_unpubl_melanin_151,Pleurotus ostreatus _,Pleurotus ostreatus,melanin_content,112.3651194
Talbot_unpubl_melanin_152,Postia placenta _,Postia placenta,melanin_content,85.64190611
Talbot_unpubl_melanin_153,Postia placenta _,Postia placenta,melanin_content,211.9123641
Talbot_unpubl_melanin_154,Punctularia strigosozonata _,Punctularia strigosozonata,melanin_content,53.32724544
Talbot_unpubl_melanin_155,Punctularia strigosozonata _,Punctularia strigosozonata,melanin_content,75.65239872
Talbot_unpubl_melanin_156,Pyrenochaeta cava _,Pyrenochaeta cava,melanin_content,115.2407235
Talbot_unpubl_melanin_157,Pyrenochaeta cava _,Pyrenochaeta cava,melanin_content,204.2312789
Talbot_unpubl_melanin_158,Rhizoctonia solani _,Thanatephorus cucumeris,melanin_content,27
Talbot_unpubl_melanin_159,Rhizoctonia solani _,Thanatephorus cucumeris,melanin_content,85
Talbot_unpubl_melanin_160,Rhizomucor variabilis _,Rhizomucor regularior,melanin_content,39.64751435
Talbot_unpubl_melanin_161,Rhizomucor variabilis _,Rhizomucor regularior,melanin_content,63.90384961
Talbot_unpubl_melanin_162,Rhizopogon arctostaphyli _,Rhizopogon arctostaphyli,melanin_content,63.16769612
Talbot_unpubl_melanin_163,Rhizopogon arctostaphyli _,Rhizopogon arctostaphyli,melanin_content,78.68008397
Talbot_unpubl_melanin_164,Rhizopogon ellenae _,Rhizopogon ellenae,melanin_content,55.17049218
Talbot_unpubl_melanin_165,Rhizopogon ellenae _,Rhizopogon ellenae,melanin_content,175.7383999
Talbot_unpubl_melanin_166,Rhizopogon ellenae _,Rhizopogon ellenae,melanin_content,190.9975687
Talbot_unpubl_melanin_167,Rhizopogon ellenae _,Rhizopogon ellenae,melanin_content,312.9164406
Talbot_unpubl_melanin_168,Rhizopogon occidentalis _,Rhizopogon occidentalis,melanin_content,76.27400577
Talbot_unpubl_melanin_169,Rhizopogon occidentalis _,Rhizopogon occidentalis,melanin_content,139.5720912
Talbot_unpubl_melanin_170,Rhizopogon occidentalis _,Rhizopogon occidentalis,melanin_content,326.055305
Talbot_unpubl_melanin_171,Rhizopogon salebrosus _,Rhizopogon salebrosus,melanin_content,69.12348749
Talbot_unpubl_melanin_172,Rhizopogon salebrosus _,Rhizopogon salebrosus,melanin_content,147.8228782
Talbot_unpubl_melanin_173,Rhizopogon salebrosus _,Rhizopogon salebrosus,melanin_content,156.7337676
Talbot_unpubl_melanin_174,Scleroderma citrinium _,Scleroderma citrinium  ,melanin_content,62
Talbot_unpubl_melanin_175,Serpula lacrymans _,Serpula lacrymans,melanin_content,74.61390919
Talbot_unpubl_melanin_176,Serpula lacrymans _,Serpula lacrymans,melanin_content,107.5501536
Talbot_unpubl_melanin_177,Sistotrema raduloides _,Sistotrema raduloides,melanin_content,116.2364417
Talbot_unpubl_melanin_178,Sistotrema raduloides _,Sistotrema raduloides,melanin_content,161.3130739
Talbot_unpubl_melanin_179,Stereum hirsutum _,Stereum hirsutum,melanin_content,108.0351226
Talbot_unpubl_melanin_180,Stereum hirsutum _,Stereum hirsutum,melanin_content,130.348644
Talbot_unpubl_melanin_181,Stereum hirsutum _,Stereum hirsutum,melanin_content,194.9122675
Talbot_unpubl_melanin_182,Suillus brevipes _,Suillus brevipes,melanin_content,0
Talbot_unpubl_melanin_183,Suillus brevipes _,Suillus brevipes,melanin_content,56.88826044
Talbot_unpubl_melanin_184,Suillus brevipes _,Suillus brevipes,melanin_content,86.58589585
Talbot_unpubl_melanin_185,Suillus brevipes _,Suillus brevipes,melanin_content,95.03170369
Talbot_unpubl_melanin_186,Tapinella atromentosus _,Tapinella atromentosus  ,melanin_content,46.78304141
Talbot_unpubl_melanin_187,Tapinella atromentosus _,Tapinella atromentosus  ,melanin_content,48.62649498
Talbot_unpubl_melanin_188,Tapinella panuoides _,Tapinella panuoides,melanin_content,263.5234049
Talbot_unpubl_melanin_189,Tapinella panuoides _,Tapinella panuoides,melanin_content,284.4031382
Talbot_unpubl_melanin_190,Thelephora terrestris _,Thelephora terrestris,melanin_content,14.96913833
Talbot_unpubl_melanin_191,Thelephora terrestris _,Thelephora terrestris,melanin_content,32.63801031
Talbot_unpubl_melanin_192,Thelephora terrestris _,Thelephora terrestris,melanin_content,81
Talbot_unpubl_melanin_193,Tomentella garzinii _,Tomentella garzinii  ,melanin_content,195.9131574
Talbot_unpubl_melanin_194,Tomentella subtilis _,Tomentella subtilis  ,melanin_content,46.01998398
Talbot_unpubl_melanin_195,Tomentella subtilis _,Tomentella subtilis  ,melanin_content,51.08631953
Talbot_unpubl_melanin_196,Trametes versicolor _,Trametes versicolor,melanin_content,42.05361265
Talbot_unpubl_melanin_197,Trametes versicolor _,Trametes versicolor,melanin_content,69.96204588
Talbot_unpubl_melanin_198,Tricholoma focale _,Tricholoma focale,melanin_content,25.6060475
Talbot_unpubl_melanin_199,Tricholoma focale _,Tricholoma focale,melanin_content,27.22015016
Talbot_unpubl_melanin_200,Tricholoma imbricatum _,Tricholoma imbricatum,melanin_content,58.88933558
Talbot_unpubl_melanin_201,Tricholoma imbricatum _,Tricholoma imbricatum,melanin_content,94.02470026
Talbot_unpubl_melanin_202,Tylopilus felleus _,Tylopilus felleus,melanin_content,39
Talbot_unpubl_melanin_203,Umbelopsis isabellina _,Umbelopsis isabellina,melanin_content,62.22732474
Talbot_unpubl_melanin_204,Umbelopsis isabellina _,Umbelopsis isabellina,melanin_content,77.4948513
Talbot_unpubl_melanin_205,Ustilago maydis _,Ustilago maydis,melanin_content,34.77679377
Talbot_unpubl_melanin_206,Ustilago maydis _,Ustilago maydis,melanin_content,46.61362868
Talbot_unpubl_melanin_207,Wolfiporia cocos _,Wolfiporia cocos,melanin_content,86.72236551
Talbot_unpubl_melanin_208,Wolfiporia cocos _,Wolfiporia cocos,melanin_content,198.7684283
Talbot_unpubl_melanin_209,Xylobolus frustulatus _,Xylobolus frustulatus,melanin_content,254.4309897
Talbot_unpubl_melanin_210,Xylobolus frustulatus _,Xylobolus frustulatus,melanin_content,274.0641549
Crowther-Maynard_1,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,8
Crowther-Maynard_2,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,12.67
Crowther-Maynard_3,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,7.33
Crowther-Maynard_4,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,9.33
Crowther-Maynard_6,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,13.33
Crowther-Maynard_7,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,7.33
Crowther-Maynard_9,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,6.67
Crowther-Maynard_10,Armillaria_gallica,Armillaria gallica,cellobiohydrolase,12
Crowther-Maynard_11,Asterostroma_muscicola,Asterostroma muscicola,cellobiohydrolase,9.33
Crowther-Maynard_12,Armillaria_sinapina,Armillaria sinapina,cellobiohydrolase,12
Crowther-Maynard_13,Armillaria_tabescens,Armillaria tabescens,cellobiohydrolase,24.67
Crowther-Maynard_14,Armillaria_tabescens,Armillaria tabescens,cellobiohydrolase,14.67
Crowther-Maynard_16,Fomes_fomentarius,Fomes fomentarius,cellobiohydrolase,10.67
Crowther-Maynard_17,Hyphodontia_crustosa,Basidioradulum crustosum,cellobiohydrolase,12.67
Crowther-Maynard_18,Hyphoderma_setigerum,Hyphoderma setigerum,cellobiohydrolase,4
Crowther-Maynard_19,Hyphoderma_setigerum,Hyphoderma setigerum,cellobiohydrolase,8
Crowther-Maynard_20,Laetiporus_caribensis,Laetiporus caribensis,cellobiohydrolase,20
Crowther-Maynard_21,Laetiporus_conifericola,Laetiporus conifericola,cellobiohydrolase,8.67
Crowther-Maynard_22,Lentinus_crinitus,Lentinus crinitus,cellobiohydrolase,4
Crowther-Maynard_23,Laetiporus_gilbertsonii,Laetiporus gilbertsonii,cellobiohydrolase,7.33
Crowther-Maynard_24,Laetiporus_huroniensis,Laetiporus huroniensis,cellobiohydrolase,8.67
Crowther-Maynard_25,Mycoacia_meridionalis,Mycoacia meridionalis,cellobiohydrolase,8
Crowther-Maynard_26,Merulius_tremellosus,Phlebia tremellosa,cellobiohydrolase,8
Crowther-Maynard_27,Merulius_tremellosus,Phlebia tremellosa,cellobiohydrolase,8.67
Crowther-Maynard_29,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,cellobiohydrolase,8.67
Crowther-Maynard_30,Phlebiopsis_flavidoalba,Phlebiopsis flavidoalba,cellobiohydrolase,10
Crowther-Maynard_31,Phellinus_gilvus,Phellinus gilvus,cellobiohydrolase,8
Crowther-Maynard_32,Phellinus_hartigii,Phellinus hartigii,cellobiohydrolase,12.67
Crowther-Maynard_33,Porodisculus_pendulus,Porodisculus pendulus,cellobiohydrolase,7.33
Crowther-Maynard_34,Phellinus_robiniae,Phellinus robiniae,cellobiohydrolase,8.67
Crowther-Maynard_35,Phellinus_robiniae,Phellinus robiniae,cellobiohydrolase,5.33
Crowther-Maynard_36,Phlebia_rufa,Phlebia rufa,cellobiohydrolase,7.33
Crowther-Maynard_37,Phlebia_rufa,Phlebia rufa,cellobiohydrolase,7.33
Crowther-Maynard_38,Pycnoporus_sanguineus,Pycnoporus sanguineus,cellobiohydrolase,6.67
Crowther-Maynard_39,Resinicium_saccharicola,Resinicium saccharicola,cellobiohydrolase,12.67
Crowther-Maynard_40,Schizophyllum_commune,Schizophyllum commune,cellobiohydrolase,6.67
Crowther-Maynard_41,Schizophyllum_commune,Schizophyllum commune,cellobiohydrolase,9.33
Crowther-Maynard_42,Tyromyces_chioneus,Tyromyces chioneus,cellobiohydrolase,16.67
Crowther-Maynard_44,Xylobolus_subpileatus,Xylobolus subpileatus,cellobiohydrolase,10.67
Talbot_etal_2015_1,Agrocybe_aegerita,Cyclocybe aegerita,cellobiohydrolase,95.3415318194588
Talbot_etal_2015_2,Amanita_muscaria,Amanita muscaria,cellobiohydrolase,1.32709075751905
Talbot_etal_2015_3,Amanita_thiersii,Saproamanita thiersii,cellobiohydrolase,11.6420522100659
Talbot_etal_2015_4,Anomoporia-bombycina,Anomoporia-bombycina sp.,cellobiohydrolase,132.264311118319
Talbot_etal_2015_5,Armillaria_mellea,Armillaria mellea,cellobiohydrolase,180.688103237587
Talbot_etal_2015_6,Auricularia_delicata,Auricularia delicata,cellobiohydrolase,166.658639366826
Talbot_etal_2015_7,Bolitinellus_meruloides,Bolitinellus meruloides,cellobiohydrolase,47.583025781762
Talbot_etal_2015_8,Botryobasidium_subcoronata,Botryobasidium subcoronata,cellobiohydrolase,33.5814572256502
